Map,Killer,# Finished generators,# Escaped Survivors,Comments,# Hatch escapes,Season,SBMM
CF,Trapper,4,1,1 hatch + 1 AFK,1,July,TRUE
HA,Deathslinger,5,2,Proud moment,0,July,TRUE
CP,Huntress,1,0,Idiot team,0,July,TRUE
RF,Wraith,1,0,Russian roulette,0,July,TRUE
AVW,Pig,3,0,Russian roulette,0,July,TRUE
MCM,Spirit,4,0,3 moris (DH) + Russian roulette,0,July,TRUE
YAM,Oni,1,0,1 DC + idiot team,0,July,TRUE
SH,Huntress,5,2,Skilled team + RR,0,July,TRUE
OR,Wraith,4,0,Real toxic killer + RR,0,July,TRUE
DDS,Spirit,0,0,2 Moris + RR,0,July,TRUE
DDS,Huntress,5,2,,0,July,TRUE
BAP,Trickster,0,4,Horrible ping + Killer DC,0,July,TRUE
CF,Wraith,2,0,,0,July,TRUE
BWS,Huntress,2,0,3 Moris + Slugfest/playtime party,0,July,TRUE
DDS,Blight,5,0,Not the brightest killer,0,July,TRUE
SH,Pig,4,0,,0,July,TRUE
RF,Myers,4,2,2 hatches (key),2,July,TRUE
LER,Doctor,5,4,AFK,0,July,TRUE
MCM,Pyramid Head,5,2,Good team,0,July,TRUE
OR,Huntress,3,0,Proxy Camp + Tunnel,0,July,TRUE
RF,Hillbilly,5,4,,0,July,TRUE
YAM,Hag,3,1,Real trash,0,July,TRUE
BWS,Hillbilly,5,4,Good team,0,July,TRUE
BWS,Plague,4,0,Idiot team,0,July,TRUE
AVW,Nurse,2,4,Killer ragequit,0,July,TRUE
HAW,Nemesis,3,0,Idiot team,0,August,TRUE
HA,Wraith,3,1,1 hatch + Proxy Camp,1,August,TRUE
CP,Trickster,5,4,,0,August,TRUE
CP,Deathslinger,5,1,Real trash : Facecamp + Insidious,0,August,TRUE
MCM,Doctor,4,1,1 hatch + insane match : sabos all around,1,August,TRUE
BAP,Trickster,4,1,1 hatch + Proxy Camp et Tunnel,1,August,TRUE
SH,Trapper,3,0,Idiot Team,0,August,TRUE
HAW,Doctor,5,4,,0,August,TRUE
MCM,Freddy,5,3,NOED,0,August,TRUE
CF,Huntress,5,4,,0,August,TRUE
MCM,Trickster,1,0,,0,August,TRUE
YAM,Nurse,5,4,NOED,0,August,TRUE
CF,Spirit,1,0,1 DC + basement camp,0,August,TRUE
AVW,Spirit,3,0,Stupid killer,0,August,TRUE
HAW,Spirit,2,1,1 hatch + Slugfest but palette save,1,August,TRUE
BAP,Cannibal,3,0,,0,August,TRUE
HA,Trickster,5,1,,0,August,TRUE
RF,Ghost Face,4,1,1 hatch + 1 Mori,1,August,TRUE
RCPD,Plague,0,4,Killer DC,0,August,TRUE
CF,Pyramid Head,4,0,,0,August,TRUE
BAP,Myers,5,3,Tunnel +++,0,August,TRUE
RF,Trapper,2,1,,0,August,TRUE
AVW,Blight,2,0,,0,August,TRUE
HAW,Nurse,5,3,Tunnel +++,0,August,TRUE
HA,Doctor,4,0,Facecamp + tunnel,0,August,TRUE
HAW,Legion,1,0,Idiot team +++ + Tunnel et Camp,0,August,TRUE
BWS,Huntress,5,3,Noob + Camp + Tunnel,0,August,TRUE
YAM,Spirit,5,2,NOED + Camp,0,August,TRUE
RF,Plague,3,0,,0,August,TRUE
CF,Cannibal,2,0,,0,August,TRUE
BWS,Wraith,1,0,3 Moris (DH),0,August,TRUE
MCM,Demogorgon,3,1,1 hatch,1,August,TRUE
RF,Myers,5,2,Camp,0,August,TRUE
CF,Wraith,5,3,Palette stuns all over the place,0,August,TRUE
BAP,Huntress,5,4,AFK,0,August,TRUE
AVW,Ghost Face,4,0,Kinda toxic,0,August,TRUE
SH,Nemesis,3,0,Toxic+ but he couldn't find me in basement,0,August,TRUE
HAW,Deathslinger,2,0,Idiot team,0,August,TRUE
RF,Blight,2,0,3 moris,0,August,TRUE
MCM,Nurse,2,1,Killer let us escape through the gates,0,August,TRUE
CF,Doctor,5,4,,0,August,TRUE
BWS,Trickster,5,4,,0,August,TRUE
BAP,Hillbilly,3,0,,0,August,TRUE
HA,Legion,4,1,1 hatch,1,August,TRUE
BWS,Nurse,5,4,Baby Killer,0,August,TRUE
RF,Trickster,5,0,NOED + No way out,0,August,TRUE
YAM,Nemesis,3,0,,0,August,TRUE
CF,Huntress,2,0,Kinda toxic,0,August,TRUE
MCM,Deathslinger,2,0,Idiot team,0,August,TRUE
CP,Demogorgon,5,3,,0,August,TRUE
RF,Spirit,5,1,NOED,0,August,TRUE
CP,Myers,4,0,Idiot team,0,August,TRUE
RCPD,Trapper,2,0,,0,August,TRUE
AVW,Legion,5,4,Noob + NOED,0,August,TRUE
CF,Wraith,0,1,1 DC,0,August,TRUE
AVW,Wraith,3,4,Killer DC,0,August,TRUE
MCM,Freddy,1,1,1 hatch,1,August,TRUE
MCM,Cannibal,3,0,,0,August,TRUE
MCM,Blight,0,4,Instant Killer DC,0,August,TRUE
OR,Hillbilly,5,2,1 DC,0,August,TRUE
AVW,Blight,5,3,,0,August,TRUE
OR,Oni,3,1,1 hatch,1,August,TRUE
OR,Blight,3,0,1 DC + Camp,0,August,TRUE
AVW,Cannibal,3,0,Face Camp,0,August,TRUE
CP,Nemesis,4,0,Noob Killer + 1 DC,0,August,TRUE
CP,Hillbilly,5,4,Face Camp,0,August,TRUE
SH,Demogorgon,4,1,1 hatch + 3 Moris,1,August,TRUE
CP,Cannibal,4,4,Killer DC,0,August,TRUE
RCPD,Huntress,2,1,1 hatch (upstairs !),1,August,TRUE
AVW,Deathslinger,5,1,1 hatch,1,August,TRUE
RCPD,Blight,2,4,Killer ragequit,0,August,TRUE
MCM,Nurse,1,0,DH,0,August,TRUE
CF,Hillbilly,3,0,1 DC,0,August,TRUE
BWS,Blight,5,4,,0,August,TRUE
HA,Demogorgon,5,2,Chaotic EGC,0,August,TRUE
HA,Ghost Face,5,2,,0,August,TRUE
CP,Ghost Face,0,4,Instant Killer DC,0,August,TRUE
MCM,Wraith,5,1,Tunnel,0,August,TRUE
YAM,Hag,3,1,1 hatch + 3 Moris,1,August,TRUE
RF,Cannibal,4,0,Tunnel et Camp,0,August,TRUE
RCPD,Nemesis,3,0,,0,August,TRUE
HAW,Clown,2,0,,0,August,TRUE
LER,Nemesis,4,0,Tunnel + kinda toxic,0,August,TRUE
MCM,Wraith,1,1,1 hatch (given),1,August,TRUE
RF,Trickster,2,0,,0,August,TRUE
CF,Cannibal,1,0,,0,August,TRUE
MCM,Twins,5,4,Farm,0,August,TRUE
CP,Blight,3,0,,0,August,TRUE
CF,Trapper,3,1,1 hatch + no traps,1,August,TRUE
BWS,Clown,3,1,Proud moment at the gates,0,August,TRUE
RF,Hag,2,0,,0,August,TRUE
HAW,Nurse,4,1,1 hatch + Super skilled killer + idiot team,1,August,TRUE
CP,Wraith,5,2,NOED + 1 Mori,0,August,TRUE
LER,Wraith,1,0,,0,August,TRUE
BWS,Huntress,2,0,Camp,0,August,TRUE
CP,Myers,5,1,Infinite tombstone ,0,August,TRUE
SH,Demogorgon,5,3,,0,August,TRUE
OR,Blight,1,4,Killer ragequit because we did his totems,0,August,TRUE
CF,Huntress,3,0,Slugfest/camp+ real trash,0,August,TRUE
AVW,Trapper,3,0,Basement massacre,0,August,TRUE
BAP,Doctor,3,0,,0,August,TRUE
AVW,Ghost Face,3,0,Idiot team + Toxic killer,0,August,TRUE
AVW,Blight,1,0,Iridescent add-on,0,August,TRUE
YAM,Deathslinger,1,0,1 suicide at the very beginning + playtime party,0,August,TRUE
MCM,Trickster,3,0,,0,August,TRUE
CF,Pyramid Head,0,4,Killer DC,0,August,TRUE
LER,Trapper,5,4,Tunnel ++,0,August,TRUE
CF,Trapper,4,0,Idiot Team,0,August,TRUE
MCM,Freddy,5,1,Tunnel + Camp ++ + NOED,0,August,TRUE
AVW,Cannibal,5,3,1 kill then AFK+ idiot team + 2 hatches (key),2,August,TRUE
YAM,Spirit,2,0,1 AFK on/off,0,August,TRUE
YAM,Cannibal,3,1,1 hatch + proud moment,1,August,TRUE
RF,Wraith,1,0,1 Mori (DH),0,August,TRUE
CF,Hillbilly,2,1,1 hatch (given),1,August,TRUE
AVW,Huntress,3,0,Camp + Trash killer,0,August,TRUE
CF,Nurse,4,0,Tunnel + Proxy + NOED,0,August,TRUE
OR,Trapper,3,0,1 DC,0,August,TRUE
CF,Huntress,5,4,Tunnel,0,August,TRUE
BWS,Ghost Face,5,2,,0,August,TRUE
BAP,Nemesis,4,1,1 hatch,1,August,TRUE
CF,Pig,5,4,Super team,0,August,TRUE
YAM,Huntress,2,0,1 DC + Idiot Team,0,August,TRUE
MCM,Wraith,2,0,,0,August,TRUE
HA,Nemesis,2,0,,0,August,TRUE
MCM,Spirit,4,1,1 hatch (key),1,August,TRUE
YAM,Nurse,2,0,2 Moris (DH),0,August,TRUE
CF,Myers,5,2,Really fair killer,0,August,TRUE
HAW,Myers,5,0,Scratched mirror+ really skilled killer,0,August,TRUE
RF,Doctor,5,2,,0,August,TRUE
RF,Trickster,5,2,NOED,0,August,TRUE
CP,Nurse,5,2,NOED,0,August,TRUE
OR,Trapper,5,4,AFK (only hitting),0,August,TRUE
BWS,Trapper,5,3,1 DC + stupid killer,0,August,TRUE
RF,Plague,3,0,NOED,0,August,TRUE
AVW,Demogorgon,1,0,Slug + camp,0,August,TRUE
LER,Freddy,2,1,hatch (given),1,August,TRUE
CF,Trickster,5,3,,0,August,TRUE
CP,Demogorgon,5,2,,0,August,TRUE
CF,Freddy,0,0,,0,August,TRUE
HA,Demogorgon,4,1,Proxy + Tunnel +Killer let us escape through the gates,0,August,TRUE
OR,Pig,4,0,,0,August,TRUE
BWS,Trapper,4,0,,0,August,TRUE
RF,Hillbilly,5,2,Prankster,0,August,TRUE
LER,Hillbilly,2,1,1 hatch (given),1,August,TRUE
HA,Huntress,5,2,,0,August,TRUE
RCPD,Spirit,3,0,Tunnel,0,August,TRUE
HA,Myers,5,2,Just Leave!!!,0,August,TRUE
SH,Spirit,5,0,Hook stage bug + real trash killer,0,August,TRUE
CF,Legion,4,0,1 DC + trash killer + missed hatch,0,August,TRUE
SH,Trickster,2,0,1 DC + Mega trash,0,August,TRUE
BWS,Huntress,4,0,Tunnel + Proxy Camp,0,August,TRUE
SH,Wraith,4,1,1 hatch (given),1,August,TRUE
MCM,Doctor,5,1,NOED,0,August,TRUE
CP,Doctor,5,4,Farm bot with really advanced macros,0,August,TRUE
CF,Myers,5,2,1 DC + Farm at the end (but not with everyone),0,August,TRUE
CF,Legion,4,0,1 DC,0,August,TRUE
HAW,Pig,2,0,Sandbag,0,August,TRUE
MCM,Freddy,3,0,Mega merde+ ultimate tunnel + camp,0,August,TRUE
CF,Cannibal,4,0,Fair killer,0,August,TRUE
MCM,Hag,2,0,idiot team,0,August,TRUE
RF,Hag,3,1,1 hatch,1,August,TRUE
MCM,Spirit,5,2,NOED + 1 hatch,1,August,TRUE
SH,Myers,5,4,very cute killer + farm,0,August,TRUE
SH,Demogorgon,4,1,1 hatch (given) despite No Way Out,1,August,TRUE
CF,Nemesis,5,4,,0,August,TRUE
RF,Deathslinger,3,0,Really skilled killer,0,August,TRUE
AVW,Huntress,5,3,Aim of a grandma,0,August,TRUE
RF,Wraith,2,0,Absolute trash killer + 1 DC,0,August,TRUE
BAP,Nemesis,5,0,Kinda stupid killer,0,August,TRUE
HAW,Pyramid Head,3,1,,0,August,TRUE
OR,Nurse,5,4,Noob killer,0,August,TRUE
YAM,Wraith,3,0,,0,August,TRUE
AVW,Deathslinger,5,3,Tunnel ++,0,August,TRUE
CP,Hillbilly,4,0,Good team,0,August,TRUE
AVW,Cannibal,1,0,Texas Chainsaw Massacre,0,August,TRUE
CP,Clown,5,1,,0,August,TRUE
AVW,Ghost Face,1,1,1 hatch + mega idiot team + DC,1,August,TRUE
BWS,Huntress,5,4,DH but really stupid killer,0,August,TRUE
SH,Spirit,5,4,NOED + HG + Facecamp at the end but kobe,0,August,TRUE
AVW,Cannibal,4,0,real trash : tunnel et camp + idiot team,0,August,TRUE
BAP,Oni,5,1,DS + flashlight save but killer continues to tunnel,0,August,TRUE
HA,Spirit,1,0,Idiot team + mega trash killer + 1 DC at the end,0,August,TRUE
SH,Trapper,5,3,Just leave...,0,August,TRUE
RF,Pyramid Head,3,2,2 hatches (key),2,August,TRUE
OR,Deathslinger,5,2,1 DC + Facecamp at the end,0,August,TRUE
RF,Deathslinger,5,4,Camp but amazing team,0,August,TRUE
CF,Pyramid Head,5,4,Skilled teammate,0,August,TRUE
BWS,Nemesis,0,0,Tunnel,0,August,TRUE
BAP,Nemesis,0,1,,0,August,TRUE
OR,Ghost Face,5,2,Ultimate trash + NOED,0,August,TRUE
OR,Huntress,5,3,,0,August,TRUE
CP,Pyramid Head,4,0,Extremely good killer (beginner at that!),0,August,TRUE
AVW,Myers,1,0,Camp + Tunnel ++,0,August,TRUE
MCM,Ghost Face,4,0,Super skilled team,0,August,TRUE
HAW,Trapper,4,1,1 DC + pseudo-farm afterwards + killer let us escape through the gates,0,August,TRUE
CF,Nemesis,2,0,Idiot team,0,August,TRUE
RF,Nemesis,2,4,Killer DC,0,August,TRUE
RF,Demogorgon,4,1,1 hatch,1,August,TRUE
HA,Freddy,5,4,Kinda lame killer,0,August,TRUE
MCM,Nurse,2,0,,0,August,TRUE
HA,Trickster,5,4,Super nice killer!,0,August,TRUE
MCM,Wraith,3,0,Tunnel +++,0,August,TRUE
CF,Blight,5,1,1 hatch (given) + pathetic face camp,1,August,TRUE
CF,Clown,4,3,3 hatches+ sorry,3,August,TRUE
BWS,Hag,5,2,,0,August,TRUE
MCM,Huntress,3,1,1 DC + 1 hatch,1,August,TRUE
CP,Myers,5,3,Camp at the end,0,August,TRUE
CF,Pig,2,0,,0,August,TRUE
HA,Myers,5,2,NOED + slugfest,0,August,TRUE
CP,Hillbilly,3,0,Basement camp +++ because team mate had a key,0,August,TRUE
RF,Demogorgon,3,0,,0,August,TRUE
YAM,Myers,4,0,Idiot team + Proxy Camp,0,August,TRUE
RF,Pyramid Head,3,1,Killer let us escape through the gates + really really good killer,0,August,TRUE
HAW,Cenobite,2,2,Killer DC+ we were expecting this BHVR...,0,August,TRUE
CP,Cenobite,1,2,Killer DC+ yet again,0,August,TRUE
HA,Trapper,5,4,GG+ wp,0,August,TRUE
CF,Cenobite,5,0,Face camp +++,0,August,TRUE
AVW,Cenobite,3,0,Tunnel +++++,0,August,TRUE
CP,Trickster,2,0,Basement massacre,0,August,TRUE
BAP,Trapper,3,1,1 hatch + 2 Moris,1,August,TRUE
RF,Pig,3,1,1 hatch,1,August,TRUE
YAM,Huntress,2,0,Idiot team + Iridescent add-on,0,August,TRUE
RF,Huntress,5,3,Absolutely magnificent teamwork,0,August,TRUE
HAW,Cenobite,3,0,Idiot team,0,August,TRUE
CF,Trickster,5,1,1 DC,0,August,TRUE
MCM,Cenobite,5,2,Face camp at the end,0,August,TRUE
GID,Cenobite,2,0,,0,August,TRUE
MCM,Spirit,4,0,,0,August,TRUE
CF,Plague,4,1,1 hatch,1,August,TRUE
MCM,Nurse,1,0,I ragequit for the first time,0,August,TRUE
HA,Ghost Face,4,1,Killer let us escape through the gates,0,August,TRUE
SH,Legion,5,3,,0,August,TRUE
LER,Blight,4,0,Tunnel + Idiot team,0,August,TRUE
GID,Cenobite,3,1,1 hatch,1,August,TRUE
MCM,Huntress,5,2,,0,August,TRUE
GID,Spirit,5,2,Idiot team,0,August,TRUE
SH,Nurse,2,0,Tunnel + camp,0,August,TRUE
YAM,Cenobite,5,1,idiot team,0,August,TRUE
BAP,Clown,3,1,,0,August,TRUE
GID,Pig,0,4,Killer DC,0,August,TRUE
HAW,Wraith,3,0,,0,August,TRUE
MCM,Pyramid Head,4,2,2 hatches (key) + Trash killer : camp + tunnel,2,August,TRUE
HA,Myers,5,1,NOED,0,August,TRUE
HAW,Wraith,5,2,Tunnel+ but still failed,0,August,TRUE
CP,Cenobite,3,0,,0,August,TRUE
LER,Cenobite,5,3,Proud moments,0,August,TRUE
OR,Trapper,5,3,,0,August,TRUE
CF,Pig,4,1,That was close!,0,August,TRUE
MCM,Doctor,5,4,,0,August,TRUE
AVW,Cenobite,2,0,Iridescent add-on,0,August,TRUE
SH,Trickster,2,1,1 hatch (given),1,August,TRUE
LER,Legion,5,4,,0,August,TRUE
BAP,Blight,5,0,Absolute trash killer,0,August,TRUE
CF,Cenobite,2,0,Basement massacre,0,August,TRUE
CF,Trapper,5,4,Baby Killer,0,August,TRUE
CF,Cannibal,4,0,,0,August,TRUE
BAP,Hillbilly,5,4,,0,August,TRUE
AVW,Deathslinger,2,0,Tunnel,0,August,TRUE
HAW,Trickster,5,3,3 hatches (key) + Facecamp because teammate had a key,3,August,TRUE
CF,Clown,5,2,,0,August,TRUE
BAP,Huntress,5,3,Really fair killer,0,August,TRUE
OR,Pig,4,0,1 DC + tunnel,0,August,TRUE
HAW,Ghost Face,5,3,,0,August,TRUE
AVW,Blight,3,0,Tunnel,0,August,TRUE
CF,Twins,4,0,Tunnel + Camp,0,August,TRUE
AVW,Ghost Face,5,3,,0,August,TRUE
LER,Ghost Face,4,0,,0,August,TRUE
HAW,Huntress,4,1,1 hatch,1,September,TRUE
HAW,Wraith,2,1,Idiot team + 1 hatch,1,September,TRUE
MCM,Wraith,4,1,1 hatch + 3 Moris (DH),1,September,TRUE
SH,Ghost Face,5,2,Idiot team,0,September,TRUE
BAP,Freddy,4,4,Killer ragequit,0,September,TRUE
RF,Pyramid Head,5,2,Glitch TP cage,0,September,TRUE
CF,Demogorgon,5,2,,0,September,TRUE
CP,Nurse,3,0,,0,September,TRUE
HAW,Trapper,4,1,1 hatch + Tunnel + Camp,1,September,TRUE
AVW,Pyramid Head,4,1,1 hatch,1,September,TRUE
HAW,Huntress,4,1,1 hatch,1,September,TRUE
HAW,Plague,5,2,1 DC + 1 suicide + farm at the end,0,September,TRUE
SH,Trapper,3,1,Killer let us escape through the gates,0,September,TRUE
CF,Freddy,4,1,1 hatch,1,September,TRUE
OR,Deathslinger,5,1,Sandbag,0,September,TRUE
HA,Cenobite,5,3,Mega trash : Tunnel,0,September,TRUE
GID,Blight,2,0,1 DC,0,September,TRUE
YAM,Plague,3,0,Turbo idiot team,0,September,TRUE
LER,Cannibal,5,2,Fair killer,0,September,TRUE
BWS,Ghost Face,5,2,Face camp,0,September,TRUE
SH,Nemesis,2,1,1 hatch (given) + Idiot team,1,September,TRUE
LER,Cannibal,5,3,NOED + Full Bill lobby,0,September,TRUE
SH,Nurse,3,1,1 hatch (given),1,September,TRUE
RF,Oni,5,4,What a magnificient match!,0,September,TRUE
HA,Spirit,5,3,Tunnel +++ + NOED,0,September,TRUE
HA,Cenobite,5,4,NOED,0,September,TRUE
BWS,Trickster,4,0,No way out+ death right as the gates opened,0,September,TRUE
OR,Blight,5,2,,0,September,TRUE
RF,Pig,3,1,1 hatch + Idiot Team!!!,1,September,TRUE
RCPD,Myers,2,0,Idiot team,0,September,TRUE
RF,Pyramid Head,3,1,1 hatch + Face camp + tunnel,1,September,TRUE
MCM,Hillbilly,3,0,1 suicide,0,September,TRUE
CF,Pyramid Head,5,1,Face camp at the end + DH,0,September,TRUE
YAM,Clown,4,0,Idiot team,0,September,TRUE
CF,Cannibal,4,0,Insidious basement Bubba,0,September,TRUE
MCM,Oni,5,3,,0,September,TRUE
YAM,Hag,4,1,1 hatch,1,September,TRUE
CP,Spirit,4,0,,0,September,TRUE
CF,Blight,5,4,,0,September,TRUE
GID,Wraith,5,1,1 hatch,1,September,TRUE
BAP,Hag,2,1,2 DC + 1 suicide + Killer with a bad ping,0,September,TRUE
OR,Wraith,5,1,NOED but still failed,0,September,TRUE
RF,Spirit,4,1,1 hatch+ team mate let us down,1,September,TRUE
AVW,Deathslinger,5,4,,0,September,TRUE
AVW,Cenobite,2,0,,0,September,TRUE
MCM,Trickster,5,1,Chaotic EGC (No Way Out),0,September,TRUE
OR,Legion,1,0,,0,September,TRUE
BWS,Wraith,3,1,1 hatch + Tunnel  + Idiot Team and Idiot Killer,1,September,TRUE
AVW,Trapper,4,0,Good killer + idiot team,0,September,TRUE
HA,Legion,5,1,Good killer,0,September,TRUE
OR,Trickster,5,2,1 hatch + 1 DC + Tunnel,1,September,TRUE
SH,Oni,5,4,Mega noob+ made no sense,0,September,TRUE
BWS,Legion,5,4,Hacker (team mate),0,September,TRUE
AVW,Clown,5,3,,0,September,TRUE
AVW,Nemesis,4,1,1 hatch in-extremis,1,September,TRUE
AVW,Ghost Face,2,0,Idiot team + No Mither,0,September,TRUE
HA,Deathslinger,5,2,Face Camp,0,September,TRUE
CF,Plague,4,1,1 hatch + Idiot team,1,September,TRUE
AVW,Spirit,5,0,HG + DH + Ruin,0,September,TRUE
HAW,Pyramid Head,4,1,1 hatch + Tunnel,1,September,TRUE
CF,Blight,4,1,1 hatch (key) + Idiot team,1,September,TRUE
GID,Ghost Face,3,1,1 hatch + Tunnel,1,September,TRUE
YAM,Ghost Face,3,1,1 hatch,1,September,TRUE
BAP,Doctor,4,0,,0,September,TRUE
CP,Trapper,5,4,1 hatch + Weird slugfest+ no hook+ almost farm,1,September,TRUE
HAW,Trickster,5,1,1 hatch + Camp + Tunnel+ super trash killer,1,September,TRUE
BWS,Trapper,5,1,Face Camp+ mega trash,0,September,TRUE
AVW,Oni,3,0,DH (1 Mori) + Idiot team,0,September,TRUE
CP,Spirit,5,3,Weird farm,0,September,TRUE
MCM,Doctor,5,4,Tunnel + NOED,0,September,TRUE
AVW,Wraith,5,4,Really bad killer + camp+ but DS!,0,September,TRUE
CP,Ghost Face,5,4,,0,September,TRUE
CF,Oni,5,2,Tunnel + Face camp at the end,0,September,TRUE
RF,Wraith,3,1,Tunnel + 3 Moris + 1 hatch,1,September,TRUE
YAM,Trapper,5,4,Nice killer,0,September,TRUE
MCM,Blight,4,0,,0,September,TRUE
AVW,Blight,3,1,1 hatch,1,September,TRUE
CF,Cannibal,1,0,I ragequit (Basement face camp) + 1 DC,0,September,TRUE
RCPD,Trickster,4,0,,0,September,TRUE
AVW,Doctor,4,1,1 hatch + Tunnel + 1 DC,1,September,TRUE
CP,Legion,5,3,,0,September,TRUE
MCM,Oni,4,0,4 Moris (killer got out of his way for that) + Camp/Tunnel,0,September,TRUE
BAP,Trickster,5,1,Really bad ping at the start,0,September,TRUE
BWS,Cenobite,5,3,,0,September,TRUE
SH,Ghost Face,4,0,3 Moris + Face camp,0,September,TRUE
MCM,Nemesis,5,2,Kobe at the end!! + 1 DC,0,September,TRUE
MCM,Trickster,5,0,Camp + NOED + No Way Out,0,September,TRUE
MCM,Trickster,5,4,Good team,0,September,TRUE
YAM,Ghost Face,5,4,,0,September,TRUE
AVW,Doctor,5,4,Farm,0,September,TRUE
AVW,Wraith,3,0,,0,September,TRUE
YAM,Clown,4,0,Breakout save!!!,0,September,TRUE
BAP,Ghost Face,5,2,,0,September,TRUE
BAP,Spirit,5,1,Camp,0,September,TRUE
CF,Nurse,3,1,1 hatch,1,September,TRUE
RF,Legion,5,4,Farm,0,September,TRUE
HA,Nemesis,5,4,,0,September,TRUE
BAP,Plague,5,4,NOED,0,September,TRUE
SH,Spirit,5,1,,0,September,TRUE
LER,Huntress,4,1,1 hatch,1,September,TRUE
AVW,Deathslinger,4,0,Camp,0,September,TRUE
MCM,Wraith,5,3,AFK+ but plot twist : NOED + Face Camp,0,September,TRUE
BWS,Trickster,5,1,Camp +++ + Tunnel,0,September,TRUE
CF,Wraith,5,3,NOED but really fair killer,0,September,TRUE
HAW,Hag,4,0,Idiot Team,0,September,TRUE
YAM,Huntress,5,1,NOED +Idiot Team,0,September,TRUE
HAW,Trickster,3,0,Idiot team +++ (rank 1 and 2 at that),0,September,TRUE
CP,Trickster,5,3,3 hatches (2 keys),3,September,TRUE
BWS,Nemesis,3,0,,0,September,TRUE
MCM,Trickster,5,4,Idiot Team,0,September,TRUE
YAM,Doctor,5,3,Russian roulette,0,September,TRUE
CF,Cannibal,3,0,Face camp + hemorrhage (real trash) + Russian roulette,0,September,TRUE
RCPD,Myers,3,0,Russian roulette,0,September,TRUE
OR,Freddy,5,2,1 hatch + NOED + Russian roulette,1,September,TRUE
AVW,Trapper,3,0,1 DC + killer shack catastrophe,0,September,TRUE
AVW,Huntress,5,3,,0,September,TRUE
CF,Nurse,4,0,Tunnel,0,September,TRUE
YAM,Nemesis,4,1,1 hatch,1,September,TRUE
CF,Blight,5,3,,0,September,TRUE
CF,Legion,5,2,Iridescent add-on,0,September,TRUE
CP,Wraith,4,0,Tunnel + Flashbang save!,0,September,TRUE
CP,Wraith,5,3,Skilled team,0,September,TRUE
CP,Twins,5,4,Failed face camp + tunnel,0,September,TRUE
SH,Deathslinger,1,0,,0,September,TRUE
OR,Ghost Face,2,0,Really skiller killer,0,September,TRUE
RF,Wraith,5,3,,0,September,TRUE
BWS,Trapper,4,0,,0,September,TRUE
LER,Ghost Face,5,2,NOED,0,September,TRUE
HA,Spirit,4,1,1 hatch + Idiot Team,1,September,TRUE
BWS,Trickster,5,1,,0,September,TRUE
LER,Huntress,5,4,,0,September,TRUE
CP,Cannibal,5,4,DC at the end,0,September,TRUE
BAP,Oni,5,4,Failed face camp,0,September,TRUE
CP,Pyramid Head,5,4,,0,September,TRUE
CP,Trickster,5,4,Really bad killer,0,September,TRUE
HA,Nurse,5,2,Tunnel + 1 DC at the end,0,September,TRUE
CF,Ghost Face,5,4,AFK,0,September,TRUE
HAW,Freddy,5,0,,0,September,TRUE
AVW,Nemesis,5,2,Basement Camp,0,September,TRUE
RF,Deathslinger,5,1,,0,September,TRUE
YAM,Legion,2,0,,0,September,TRUE
RF,Huntress,5,4,,0,September,TRUE
CP,Wraith,5,4,NOED,0,September,TRUE
CP,Trapper,4,0,Tunnel,0,September,TRUE
CP,Trickster,3,0,,0,September,TRUE
LER,Huntress,4,1,1 hatch + Tunnel,1,September,TRUE
SH,Huntress,5,4,Farm,0,September,TRUE
CP,Ghost Face,5,2,1 DC + Really skilled killer,0,September,TRUE
HA,Trickster,5,3,Face camp at the end,0,September,TRUE
LER,Spirit,5,3,,0,September,TRUE
RF,Trapper,5,3,,0,September,TRUE
HAW,Nemesis,2,0,,0,September,TRUE
LER,Oni,2,0,Idiot team,0,September,TRUE
MCM,Huntress,5,2,,0,September,TRUE
YAM,Legion,5,4,,0,September,TRUE
AVW,Ghost Face,2,0,DH (1Mori),0,September,TRUE
BWS,Trapper,4,0,3-gen ,0,September,TRUE
YAM,Huntress,4,0,Face camp,0,September,TRUE
BWS,Ghost Face,5,2,,0,September,TRUE
HA,Wraith,5,0,1 DC + Tunnel,0,September,TRUE
HA,Plague,5,2,,0,September,TRUE
BWS,Ghost Face,5,2,NOED,0,September,TRUE
RF,Wraith,5,3,,0,September,TRUE
MCM,Cannibal,5,2,Tunnel + Noob killer,0,September,TRUE
AVW,Wraith,2,1,1 hatch + 1 instant DC,1,September,TRUE
HA,Nemesis,3,0,,0,September,TRUE
CF,Demogorgon,5,1,,0,September,TRUE
HA,Legion,5,2,,0,September,TRUE
RCPD,Huntress,5,3,Tunnel,0,September,TRUE
AVW,Huntress,5,4,Sniper,0,September,TRUE
AVW,Wraith,3,1,1 hatch (key),1,September,TRUE
HA,Trickster,5,4,Tunnel,0,September,TRUE
HA,Wraith,5,1,NOED + 1 hatch,1,September,TRUE
CP,Demogorgon,5,1,NOED,0,September,TRUE
OR,Cannibal,5,2,1 DC,0,September,TRUE
CP,Blight,0,0,1 AFK + idiot team,0,September,TRUE
HAW,Wraith,5,3,Noob but NOED,0,September,TRUE
HA,Hag,4,0,Ultimate trash,0,September,TRUE
RF,Huntress,3,1,1 hatch + Camp + Tunnel,1,September,TRUE
MCM,Spirit,4,0,Toxic killer +++,0,September,TRUE
